Are you self-employed?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?",Do you believe your productivity is ever affected by a mental health issue?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?
1,,,,,,,,,Not applicable to me,Yes,Maybe,"Depends on the employer, the mood and the flow of the conversation. Nothing is set in stone, conversations like these are fluid.",Maybe,depends on the person,"No, I don't think it would","No, I don't think they would",Somewhat not open,No,,0,Sometimes,Sometimes,35,m,Greece
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,I expect to be discriminated against.,No,I would be discriminated against.,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I experienced",N/A,1,Often,Sometimes,32,Male,United Kingdom
1,,,,,,,,,Not applicable to me,Unsure,Yes,"physical health is something that has no stigma attached. Although many places won't hire you, or look for ways to get rid of you if they can't get 100% productivity out of you.",No,"Employers look for ways to disqualify you. And even in our lovely web industry, we don not give one shit about employees beyond what we can extract from them.","Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",Yes,0,Not applicable to me,Not applicable to me,44,Male,United States of America
0,No,No,Yes,Yes,No,No,No,Yes,,,No,I am concerned that it would count against me at interview stage.,No,I'm almost certain it'd count against me at interview stage.,"Yes, it has","Yes, I think they would",Somewhat not open,"Yes, I experienced",Yes,1,Often,Often,28,Queer,United Kingdom
1,,,,,,,,,Not applicable to me,Unsure,Maybe,If i felt it needed special accommodation that could restrict my ability to perform the job if assistance not provided.,Maybe,trust - if I trusted the employer and needed their help I would bring it up. ,Maybe,"Yes, I think they would",Somewhat open,"Yes, I observed",Maybe,1,Not applicable to me,Not applicable to me,39,male,Ireland
1,,,,,,,,,Not applicable to me,Yes,No,"As a middle-aged women coder, I feel I already have two strikes against me when I interview.",No,"Same as for physical health, but mental health has more stigma attached to it.","Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",Maybe,1,Rarely,Often,55,female,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,No,Unless the health issue relates specifically to my ability to do the job I would not feel a need to bring it up. ,No,There is no doubt in my mind that mental health issues are viewed negatively by those looking to hire in a competitive industry. ,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,1,Sometimes,Often,33,female,United States of America
0,No,No,No,No,Yes,Yes,Yes,No,,,No,"I work in tech so physical issues, unless my hard is broken, doesn't matter.",Yes,I don't have OCD but I'm little obsessive with things and I'm pretty open about it.,Maybe,"No, I don't think they would",Neutral,No,,0,Not applicable to me,Not applicable to me,19,Male,India
0,Yes,No,Maybe,No,No,No,No,Yes,,,No,Anything that would add complications or additional load on my potential employer seems to only have negative ramifications.,No,I don't trust my employer with that information.,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,0,Rarely,Often,40,Male,United States of America
0,Yes,Yes,Maybe,No,Maybe,Yes,I don't know,No,,,Maybe,,Maybe,Na,"No, I don't think it would","No, I don't think they would",Somewhat open,No,,1,Never,Sometimes,49,F,United States of America
0,Not eligible for coverage / N/A,Yes,No,No,Yes,Yes,Yes,No,,,Maybe,"It would depend on whether the issue would affect my needs in the workplace. If so, bring it up. If not, it's not necessary to bring up.",Maybe,Same reasons as physical,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,,0,Not applicable to me,Not applicable to me,27,Female,Australia
0,Yes,No,Maybe,No,No,No,No,No,,,Yes,"If I felt it was important, I wouldn't feel it was likely that there would be any negative effect from sharing this.",No,I have personally experienced negative treatment after disclosing mental illness.  I want to avoid doing so ever again.,"Yes, it has","Yes, I think they would",Somewhat open,"Yes, I experienced",N/A,1,Sometimes,Often,39,male,United States of America
0,I don't know,Yes,No,No,Yes,Yes,Yes,No,,,Yes,,Yes,,"No, I don't think it would","No, they do not",Very open,Maybe/Not sure,No,1,Never,Sometimes,35,Male,United Kingdom
0,I don't know,No,Maybe,Maybe,Maybe,Maybe,I don't know,No,,,Maybe,,Maybe,,Maybe,Maybe,Somewhat open,N/A,,0,Rarely,Sometimes,35,M,United States of America
0,Yes,No,Maybe,Maybe,Maybe,No,No,No,,,Maybe,"I guess it would depend on what type of physical issue it was and how often it may affect my work as far as absences for treatment, etc.",No,Mental health feels more subjective in some cases despite potentially having a diagnosis and could be viewed as detrimental to culture and performance if someone is say clinically depressed or has an anxiety disorder. Also it feels harder to explain potential absence due to a mental disorder.,"Yes, it has","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,1,Rarely,Often,42,female,United States of America
0,Yes,Yes,No,No,Maybe,Yes,Yes,No,,,Yes,I don't feel that a physical disability should be a deciding factor in someone's potential employment.  ,Yes,Disclosing mental illness up front is a good way to know an employer's stance or attitude towards mental illness and would help me decide if employment at that business would be worth it for me,"No, I don't think it would",Maybe,Somewhat open,"Yes, I observed",No,0,Not applicable to me,Not applicable to me,35,Male,Canada
0,I don't know,No,No,No,Maybe,Yes,Yes,No,,,No,Don't want to be discriminated against,No,Do not want to be discriminated against,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Maybe,1,Sometimes,Often,31,female,United States of America
1,,,,,,,,,"Yes, always",Yes,Maybe,,Maybe,,Maybe,"No, I don't think they would",Somewhat open,No,,1,Sometimes,Sometimes,44,Male ,United Kingdom
0,Yes,No,Maybe,Maybe,No,No,I don't know,No,,,Maybe,If they made an offer and the issue would impact my work or scheduling. ,Maybe,If they made an offer and the issue would impact them. ,Maybe,Maybe,Somewhat not open,No,,1,Sometimes,Sometimes,39,Male,United States of America
1,,,,,,,,,Not applicable to me,Unsure,Maybe,Depends on the context.,Maybe,I think it would depend on the mental health issue and how I felt it would impact the interview.,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,,0,Not applicable to me,Not applicable to me,32,Male,Canada
0,I don't know,No,Maybe,Maybe,No,Maybe,Yes,No,,,Yes,.,Maybe,Mental issues are harder to be discussed with anyone.,Maybe,Maybe,Very open,Maybe/Not sure,Maybe,0,Not applicable to me,Not applicable to me,45,m,New Zealand
1,,,,,,,,,Not applicable to me,Unsure,Maybe,it would depend on how and/or if the issue would impact my ability to fulfill the role. i would also want to feel the employer out as best as possible before providing personal non-required information.,No,"see above — in this instance, i believe it would be perceived negatively.","Yes, I think it would","No, I don't think they would",Somewhat open,No,,1,Not applicable to me,Not applicable to me,31,m,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,No,It shouldn't matter,No,It shouldn't matter,Maybe,Maybe,Somewhat open,No,,1,Rarely,Sometimes,47,Female,United States of America
0,No,No,Maybe,No,No,Maybe,No,No,,,Yes,There are many laws that protect applicants from discrimination based on physical ability so I wouldn't feel too concerned about bringing up a physical health issue in an interview.,No,I feel like it would hurt my chances of getting the job. I'm not aware of any laws that protect applicants from discrimination based on mental health as there are with physical health.,Maybe,Maybe,Somewhat not open,No,,1,Not applicable to me,Not applicable to me,29,M,United States of America
0,Yes,No,No,No,Yes,Yes,Yes,No,,,No,"Although it should be protected, not convinced it wouldn't harm my chances.",No,"Although should be protected, not convinced it wouldn't harm my chances.","No, I don't think it would","No, I don't think they would",Somewhat open,No,,1,Never,Often,20,Male,United States of America
0,Not eligible for coverage / N/A,No,Yes,Maybe,Maybe,Maybe,I don't know,No,,,No,"It could reduce my hire-ability, even though it may not as well, why take a chance?",No,See above note about physical discussion.,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,,0,Not applicable to me,Not applicable to me,34,m,United States of America
0,Not eligible for coverage / N/A,Yes,No,No,Yes,Yes,Yes,No,,,Maybe,"Depends on the context, usually they have no need to know",No,"Again, they have no need to know.","No, I don't think it would","No, I don't think they would",Very open,No,,1,Rarely,Often,33,Agender,United Kingdom
1,,,,,,,,,Not applicable to me,Yes,No,they would hold it against you,No,They would hold it against you,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,Maybe,1,Sometimes,Often,56,female,United States of America
1,,,,,,,,,Not applicable to me,Unsure,No,,No,,"Yes, I think it would","Yes, I think they would",Not open at all,N/A,,0,Rarely,Not applicable to me,35,Male,Canada
0,Yes,No,Yes,No,No,No,I don't know,No,,,No,Because why do they need to know.,No,Because why do they need to know.,"Yes, I think it would","Yes, I think they would",Neutral,Maybe/Not sure,Maybe,1,Sometimes,Often,31,m,United States of America
0,Yes,Yes,Maybe,No,Yes,Yes,I don't know,Yes,,,No,Not their place,No,Not topical to hiring,"No, it has not","No, they do not",Very open,"Yes, I observed",No,1,Rarely,Often,36,Male,United States of America
0,Yes,No,Maybe,Maybe,No,No,I don't know,Yes,,,Yes,Because it's an unfortunate part of who I am.,Yes,Because it's an unfortunate part of who I am.,Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,0,Not applicable to me,Not applicable to me,30,Male,United States of America
0,Yes,No,Maybe,No,Maybe,No,No,No,,,No,Should not be relevant to hiring deicition,No,Would not want to bring up anything like this as it could negatively influence hiring decision,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,1,Rarely,Sometimes,44,F,United States of America
0,I don't know,No,Maybe,Maybe,Maybe,No,Yes,No,,,Maybe,"It would depend on the physical health issue. To me, no one should be treated differently based on a health issue. But some employers might be turned off by that information.",No,"There's a still very prominent stigma against mental health and that anyone with a mental illness is ""crazy."" Some people would brush it off and understand that it's just like having asthma—an illness that we have to take medication for and we can live normal lives with it. But some don't understand that.","Yes, I think it would",Maybe,Somewhat not open,No,,1,Rarely,Often,23,Female,United States of America
0,Yes,No,Maybe,No,No,No,No,No,,,Maybe,Not sure if it would affect my work,No,Depends on if it would affect my work,"Yes, I think it would",Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,46,Male,United States of America
0,Yes,No,No,No,Yes,Yes,No,Yes,,,No,,No,,Maybe,Maybe,Somewhat open,"Yes, I observed",No,1,Never,Sometimes,33,female,United States of America
0,Yes,No,Yes,Maybe,Maybe,No,No,No,,,Maybe,Potential discrimination,No,Potential discrimination,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,1,Rarely,Sometimes,32,female,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,"If the physical health issue would affect my job yes I would bring it up. Mental health issue I would not, I see the problem here, but I still wouldn't bring it up :/",No,"The stigma attached to mental health is still to great, its better, but not there yet IMHO.","Yes, it has",Maybe,Somewhat open,"Yes, I experienced",Yes,1,Sometimes,Sometimes,45,Male,Australia
0,No,No,No,No,Yes,Yes,Yes,No,,,Maybe,depends what the issue is.,Maybe,Depends on the type of mental disorder.,"No, I don't think it would","No, I don't think they would",Somewhat open,No,,1,Never,Often,26,male,United States of America
1,,,,,,,,,Not applicable to me,Unsure,Maybe,It would depend on the type of issue. A broken leg wouldn't be relevant.,No,"I haven't been diagnosed with a mental health issue, but if I were, I think I would only bring it up to people I trusted. Potential employers wouldn't fall into that category.",Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe/Not sure,Maybe,0,Not applicable to me,Not applicable to me,32,Woman,United States of America
0,I don't know,No,No,No,Maybe,No,I don't know,No,,,No,Fear of no offer,No,No offer,Maybe,"No, I don't think they would",Not open at all,No,,0,Not applicable to me,Not applicable to me,28,Dude,United States of America
1,,,,,,,,,Not applicable to me,Yes,Maybe,,Maybe,,Maybe,"No, I don't think they would",Somewhat open,No,,0,Not applicable to me,Not applicable to me,44,M,United States of America
1,,,,,,,,,Not applicable to me,Yes,Maybe,I'm not sure discussing weaknesses is what interviews are for!,No,Same answer as above: why on earth would you discuss a weakness?,"Yes, it has","No, I don't think they would",Very open,Maybe/Not sure,No,0,Not applicable to me,Often,42,Male,United Kingdom
0,Yes,I don't know,Maybe,Maybe,Yes,Yes,Yes,No,,,No,Fear it would negatively bias myself,No,Fear it would negatively bias me,Maybe,Maybe,Very open,No,,0,Not applicable to me,Not applicable to me,30,Male,United States of America
0,I don't know,No,Yes,Maybe,No,No,Yes,No,,,No,It could negatively influence my chances of being hired.,No,It could negatively influence my chances of being hired.,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",Yes,1,Not applicable to me,Often,28,F,United States of America
0,Yes,I don't know,No,No,Yes,Yes,I don't know,No,,,Maybe,,Maybe,,"No, it has not","No, they do not",Very open,"Yes, I experienced",No,1,Rarely,Often,31,M,Canada
0,Yes,No,Maybe,No,No,Maybe,No,No,,,Maybe,,No,,Maybe,Maybe,Not open at all,No,,0,Not applicable to me,Not applicable to me,29,male,United States of America
